algorithm,mean_regret,std_regret,median_regret,mean_beta_error,std_beta_error,median_beta_error,runtime_sec
LinUCB,27.768719495016114,8.536119839229398,29.718796870459556,1.1385457304500062,0.44135610486608834,1.0957454437192027,1.3095598220825195
ThompsonSampling,23.49709177631864,6.342503621045914,21.53931949020935,1.9342979847361046,1.8204251582981346,1.196578475116935,1.4959020614624023
EpsilonGreedy,22.157520668883805,7.751048915744187,19.00857992003195,0.8929251093941459,0.4674545814874346,0.6756854457470021,1.130836009979248
ForcedSampling,40.94876307898389,8.533436072057162,40.181008897451605,0.9684559647016323,0.46818128087542915,0.8315266138470191,1.6072051525115967
